City,Latitude,Longitude,State,Zip_Prefix
sao paulo,-23.586391865110517,-46.6713078573489,SP,4506
sao paulo,-23.586364645565286,-46.69528770843672,SP,5670
sao paulo,-23.586362748542896,-46.537228262421365,SP,3284
sao paulo,-23.586208449622042,-46.535891443101185,SP,3275
sao paulo,-23.586145389375964,-46.72796029067322,SP,1530
sao paulo,-23.585963521784315,-46.52882099999999,SP,3387
sao paulo,-23.585910003606674,-46.503588682353254,SP,3935
sao paulo,-23.585906064112184,-46.675175139736915,SP,4532
sao paulo,-23.585789514570948,-46.625522170552244,SP,4114
sao paulo,-23.585776554532895,-46.612342288649074,SP,4264
sao paulo,-23.585546904841713,-46.71315652430382,SP,5611
sao paulo,-23.585502887773785,-46.76862598648292,SP,5546
sao paulo,-23.58547197890817,-46.54426644087946,SP,3279
sao paulo,-23.585400696585772,-46.58427399775607,SP,3134
sao paulo,-23.585392099919197,-46.663744360234425,SP,4501
sao paulo,-23.585371785493802,-46.72678427084702,SP,5518
sao paulo,-23.585368644960283,-46.400317814599866,SP,8475
sao paulo,-23.585263747250234,-46.74059246298307,SP,5573
sao paulo,-23.585258514570953,-46.552671403139236,SP,3261
sao paulo,-23.585251338046092,-46.548285464885495,SP,3295
sao paulo,-23.585091851520513,-46.72014422078599,SP,5513
sao paulo,-23.585060545934553,-46.60763074132955,SP,4203
sao paulo,-23.585030182353236,-46.76811552997861,SP,5545
sao paulo,-23.584944887039057,-46.51220406119799,SP,3909
sao paulo,-23.584869576461436,-46.72851983611286,SP,5533
sao paulo,-23.58485623554806,-46.52568412313096,SP,3385
sao paulo,-23.5846446352051,-46.54653635849762,SP,3281
sao paulo,-23.58457236663973,-46.52447003996194,SP,3912
sao paulo,-23.58454739993657,-46.67456147821567,SP,4534
sao paulo,-23.584530949218014,-46.7226866677823,SP,5517
sao paulo,-23.58453047821569,-46.62637174854291,SP,4113
sao paulo,-23.584523195554322,-46.51460627909786,SP,3910
sao paulo,-23.584469169496362,-46.643129120263694,SP,4014
sao paulo,-23.584265203445064,-46.536486176928875,SP,3280
sao paulo,-23.584152991949924,-46.556715300305854,SP,3225
sao paulo,-23.584095649460433,-46.546373834439414,SP,3277
sao paulo,-23.58407099639332,-46.63494745989382,SP,4110
sao paulo,-23.58406691212703,-46.66998067037748,SP,1402
sao paulo,-23.583828111575947,-46.6649768186277,SP,4503
sao paulo,-23.583749092212692,-46.73472062372479,SP,5537
sao paulo,-23.583733857897155,-46.52036398612154,SP,3911
sao paulo,-23.583687496249095,-46.5697617485429,SP,3227
sao paulo,-23.58359782304825,-46.50714769338705,SP,3908
sao paulo,-23.58359493949449,-46.7541822105142,SP,5371
sao paulo,-23.583580155981295,-46.603243598245754,SP,4207
sao paulo,-23.583555000000004,-46.77799049999999,SP,5577
sao paulo,-23.583554497085814,-46.589112952824685,SP,3150
sao paulo,-23.58353292305826,-46.48957476496762,SP,3951
sao paulo,-23.583507359974625,-46.67732112031853,SP,4533
sao paulo,-23.583489065785624,-46.68508055092622,SP,1451
sao paulo,-23.58346066768886,-46.71710992072576,SP,5516
sao paulo,-23.583435663338896,-46.68646270038665,SP,1453
sao paulo,-23.583430697472455,-46.502034244243724,SP,3933
sao paulo,-23.58335776464306,-46.637907987794975,SP,4010
sao paulo,-23.58299133704123,-46.535998972685654,SP,3374
sao paulo,-23.582967024698497,-46.66669891020835,SP,4504
sao paulo,-23.5829031448728,-46.583914925875824,SP,3132
sao paulo,-23.58281256854772,-46.57116631907643,SP,3155
sao paulo,-23.582711503750904,-46.586870580904844,SP,3151
sao paulo,-23.582604528253924,-46.73785580900351,SP,5594
sao paulo,-23.58260234000799,-46.56384809908247,SP,3154
sao paulo,-23.58246586372554,-46.78823345282468,SP,5583
sao paulo,-23.582402779906513,-46.49511096003805,SP,3930
sao paulo,-23.582330395070443,-46.55697093689357,SP,3294
sao paulo,-23.58230353622406,-46.40332804591979,SP,8474
sao paulo,-23.58226254868028,-46.605851426988906,SP,4204
sao paulo,-23.582197298920867,-46.73189179808415,SP,5535
sao paulo,-23.582148872612336,-46.68638063183105,SP,1454
sao paulo,-23.582023554532892,-46.62322245045877,SP,1547
sao paulo,-23.58202088259566,-46.498609519562606,SP,3932
sao paulo,-23.58193966250217,-46.51218150874257,SP,3906
sao paulo,-23.581842935887803,-46.60117984194124,SP,4209
sao paulo,-23.581814217871788,-46.773894017485134,SP,5397
sao paulo,-23.5818119866698,-46.64479190896761,SP,4012
sao paulo,-23.581730986669804,-46.76460229239997,SP,5376
sao paulo,-23.581576372468106,-46.760100861792296,SP,5374
sao paulo,-23.581562029141907,-46.53319951540768,SP,3383
sao paulo,-23.581488112890288,-46.70849486306929,SP,5609
sao paulo,-23.58143270774424,-46.61172042423104,SP,4261
sao paulo,-23.58139665528881,-46.54526547224308,SP,3278
sao paulo,-23.581393631058713,-46.681081131915015,SP,4536
sao paulo,-23.581373061053768,-46.6178758329102,SP,1545
sao paulo,-23.581366991344332,-46.56438226771108,SP,3156
sao paulo,-23.581228674966987,-46.65839819204812,SP,4097
sao paulo,-23.581213700530874,-46.74534960006341,SP,5596
sao paulo,-23.581201560732193,-46.53684590752636,SP,3381
sao paulo,-23.580905196779966,-46.56317152651616,SP,3161
sao paulo,-23.58085566165113,-46.742443261595774,SP,5595
sao paulo,-23.580690704974273,-46.68751888037395,SP,1455
sao paulo,-23.58067325143878,-46.591568341608856,SP,3126
sao paulo,-23.580621323560834,-46.61062138493976,SP,4263
sao paulo,-23.580489698309172,-46.67331443366609,SP,4531
sao paulo,-23.580475533441067,-46.57343241771019,SP,3137
sao paulo,-23.58020448542905,-46.62978341909516,SP,4106
sao paulo,-23.580171598726114,-46.50670619877419,SP,3901
sao paulo,-23.58004481127011,-46.52972381848346,SP,3382
sao paulo,-23.580035161809676,-46.70495097835991,SP,5608
sao paulo,-23.580017474897463,-46.73346263336026,SP,5591
sao paulo,-23.580007962808015,-46.583155524698505,SP,3130
sao paulo,-23.579822263113854,-46.49443468789316,SP,3931
sao paulo,-23.579681908967608,-46.669631772693144,SP,1435
sao paulo,-23.57963153482605,-46.78179246058631,SP,5550
sao paulo,-23.579624316117535,-46.67398981057763,SP,4530
sao paulo,-23.579596636389066,-46.72093576368553,SP,5531
sao paulo,-23.579524247013687,-46.569819425760265,SP,3159
sao paulo,-23.579518107132557,-46.63467650652087,SP,4107
sao paulo,-23.57932681779576,-46.66828742687143,SP,2997
sao paulo,-23.57905316467664,-46.769003873293386,SP,5350
sao paulo,-23.57900896225975,-46.57815220038666,SP,3131
sao paulo,-23.578842530671118,-46.52280151387845,SP,3384
sao paulo,-23.578835500692495,-46.690928203993316,SP,1457
sao paulo,-23.578618830140233,-46.790503354982974,SP,5584
sao paulo,-23.578504155433034,-46.690118296987634,SP,1456
sao paulo,-23.578480099919197,-46.67516750652087,SP,1407
sao paulo,-23.578476863437086,-46.65280483694955,SP,4005
sao paulo,-23.57841833611285,-46.5592068753823,SP,3273
sao paulo,-23.578346556754592,-46.614710870390624,SP,1548
sao paulo,-23.578282707744236,-46.65102362378097,SP,4007
sao paulo,-23.57826825950718,-46.73747020552253,SP,5592
sao paulo,-23.578166638380594,-46.66288281851213,SP,1431
sao paulo,-23.578102782942764,-46.71391288837818,SP,5514
sao paulo,-23.5779887349529,-46.72482338259565,SP,5532
sao paulo,-23.577917008598334,-46.66945260115993,SP,1434
sao paulo,-23.577862107132546,-46.62796281502101,SP,4108
sao paulo,-23.577803895089144,-46.70280207602874,SP,5601
sao paulo,-23.577761053292143,-46.51761863030184,SP,3904
sao paulo,-23.577596842633717,-46.75329854899299,SP,5368
sao paulo,-23.577476982514852,-46.58455889578164,SP,3128
sao paulo,-23.577469384937032,-46.564764104834424,SP,3158
sao paulo,-23.57744523619365,-46.58928864723873,SP,3127
sao paulo,-23.57741669608748,-46.67817482139765,SP,1448
sao paulo,-23.577403986409994,-46.641656530526866,SP,4011
sao paulo,-23.577375384124878,-46.58063758312653,SP,3136
sao paulo,-23.577327765191324,-46.52552687454557,SP,3361
sao paulo,-23.577321268942242,-46.61708484846209,SP,1549
sao paulo,-23.577140011656766,-46.48276229003407,SP,8275
sao paulo,-23.577073040798666,-46.7199426382077,SP,5530
sao paulo,-23.57705457951986,-46.569712149316196,SP,3157
sao paulo,-23.57695362031853,-46.70471236317727,SP,5602
sao paulo,-23.576941938109506,-46.73865149376758,SP,5589
sao paulo,-23.576922503462445,-46.622911919095145,SP,1544
sao paulo,-23.576816598389982,-46.604264537191995,SP,4202
sao paulo,-23.57666859616828,-46.75063383735358,SP,5364
sao paulo,-23.576650637803663,-46.453653854146246,SP,8265
sao paulo,-23.57664998889148,-46.687400047752156,SP,1489
sao paulo,-23.576649380518187,-46.612162325696836,SP,1551
sao paulo,-23.576585709965936,-46.55564304870451,SP,3274
sao paulo,-23.576548285042403,-46.59131496211552,SP,3125
sao paulo,-23.576461470165608,-46.65933149278663,SP,1428
sao paulo,-23.576447493479133,-46.50490442200933,SP,3480
sao paulo,-23.576292199001667,-46.68142310352587,SP,1449
sao paulo,-23.576284696783446,-46.597673422511626,SP,3109
sao paulo,-23.576283000000004,-46.54956150000001,SP,3373
sao paulo,-23.57617769248079,-46.64666288773154,SP,4006
sao paulo,-23.57604854954123,-46.70754877782905,SP,5512
sao paulo,-23.57593730169082,-46.75524860046745,SP,5367
sao paulo,-23.5758755589763,-46.5800925015292,SP,3135
sao paulo,-23.575755845951942,-46.62009625506377,SP,1543
sao paulo,-23.575745041924048,-46.74085825118136,SP,5588
sao paulo,-23.575692782128208,-46.67656975659298,SP,1446
sao paulo,-23.57563370053088,-46.64381062559864,SP,4013
sao paulo,-23.575456508742576,-46.578762534277786,SP,3193
sao paulo,-23.575449467943912,-46.54265940605341,SP,3377
sao paulo,-23.57532899999999,-46.711748249999985,SP,5578
sao paulo,-23.57525436105025,-46.6323139083399,SP,4109
sao paulo,-23.575212701915856,-46.546878965722186,SP,3376
sao paulo,-23.57520734776961,-46.77326426839399,SP,5396
sao paulo,-23.575139177299555,-46.54103782670819,SP,3378
sao paulo,-23.575014760603583,-46.52248323952327,SP,3472
sao paulo,-23.574925477927227,-46.685051999999985,SP,1450
sao paulo,-23.57480921065843,-46.587471259651394,SP,3149
sao paulo,-23.57472455453289,-46.605902285734885,SP,4201
sao paulo,-23.5744288642738,-46.63225518665242,SP,4105
sao paulo,-23.574420691644068,-46.66422198695826,SP,1432
sao paulo,-23.574374151537903,-46.6341758798257,SP,4103
sao paulo,-23.574334452680457,-46.50181676172888,SP,3572
sao paulo,-23.574303075735134,-46.60968254215087,SP,1553
sao paulo,-23.574006554273094,-46.720930924779296,SP,5540
sao paulo,-23.573883908130885,-46.50783695490215,SP,3479
sao paulo,-23.573838415488478,-46.53324511296094,SP,3380
sao paulo,-23.573835900917526,-46.611013372900786,SP,1552
sao paulo,-23.5738028351319,-46.697703244792,SP,5425
sao paulo,-23.573782561198005,-46.62058066708981,SP,1539
sao paulo,-23.573623473772287,-46.717553378296486,SP,5580
sao paulo,-23.573423597337367,-46.56044110973281,SP,3345
sao paulo,-23.573368037740238,-46.76341375867046,SP,5382
sao paulo,-23.57324153263301,-46.724742340960276,SP,5581
sao paulo,-23.57316261948181,-46.651245275607344,SP,4002
sao paulo,-23.57291262031853,-46.759724035807004,SP,5366
sao paulo,-23.572842144854032,-46.53203768556556,SP,3463
sao paulo,-23.572820577298156,-46.523296403831715,SP,3470
sao paulo,-23.572650803768283,-46.66771704607878,SP,1436
sao paulo,-23.572643657510504,-46.780062585204014,SP,5399
sao paulo,-23.572538936724527,-46.64620103274857,SP,4003
sao paulo,-23.572517679150593,-46.680710766460734,SP,1447
sao paulo,-23.572466571680312,-46.60558007013957,SP,4206
sao paulo,-23.572396749927883,-46.55092451304174,SP,3375
sao paulo,-23.572388943937888,-46.55765144171619,SP,3372
sao paulo,-23.572330354982963,-46.66082327699232,SP,1425
sao paulo,-23.57230126005544,-46.65200020136758,SP,4001
sao paulo,-23.57226677617729,-46.741670156322044,SP,5362
sao paulo,-23.57219854010617,-46.639131098245755,SP,1533
sao paulo,-23.572144372468117,-46.58740314210283,SP,3115
sao paulo,-23.572060847625384,-46.636136837497816,SP,1532
sao paulo,-23.57203616319466,-46.615212267413035,SP,1550
sao paulo,-23.571960108517537,-46.39956693949449,SP,8472
sao paulo,-23.57165583150985,-46.6444768780869,SP,4004
sao paulo,-23.571636359426368,-46.516391596860764,SP,3475
sao paulo,-23.571618097697492,-46.75061129003405,SP,5358
sao paulo,-23.571611580904843,-46.48743097446476,SP,3571
sao paulo,-23.571550619727674,-46.56516911210353,SP,3350
sao paulo,-23.571318927751236,-46.72031084773733,SP,5582
sao paulo,-23.571172989928165,-46.76156230927627,SP,5381
sao paulo,-23.571153607276788,-46.549201704137566,SP,3371
sao paulo,-23.571105097697494,-46.49189070996592,SP,3585
sao paulo,-23.571003837648227,-46.511689363079036,SP,3478
sao paulo,-23.57095471827582,-46.66969642853022,SP,1437
sao paulo,-23.570940477667424,-46.731523242858756,SP,5587
sao paulo,-23.57081105190717,-46.62114560866177,SP,1542
sao paulo,-23.570780353597986,-46.70900620814825,SP,5510
sao paulo,-23.570708521784304,-46.57894228282069,SP,3192
sao paulo,-23.5706181335045,-46.50933181986844,SP,3476
sao paulo,-23.570563118857315,-46.705998889940744,SP,5501
sao paulo,-23.57055394976627,-46.744693648075454,SP,5359
sao paulo,-23.57055394976627,-46.744693648075454,SP,5369
sao paulo,-23.57054369248079,-46.69129667943905,SP,1472
sao paulo,-23.57048818454374,-46.56174059236515,SP,3351
sao paulo,-23.570462478034955,-46.55138331719334,SP,3340
sao paulo,-23.570422354434708,-46.69256020552254,SP,5423
sao paulo,-23.570325577009708,-46.67299258050082,SP,1438
sao paulo,-23.57017137445925,-46.712743957432075,SP,5579
sao paulo,-23.570124170696488,-46.63265515860704,SP,1531
sao paulo,-23.57012326977895,-46.53550329531417,SP,3367
sao paulo,-23.56994326977895,-46.657093704685806,SP,1404
sao paulo,-23.569747571977178,-46.651003571977185,SP,1401
sao paulo,-23.569667999999993,-46.72728099610486,SP,5586
sao paulo,-23.569618023313524,-46.62490078227243,SP,1535
sao paulo,-23.569466755782162,-46.53661314246039,SP,3365
sao paulo,-23.569438714409333,-46.66342129141903,SP,1408
sao paulo,-23.569423909804325,-46.59127977921403,SP,3122
sao paulo,-23.569353157366287,-46.63690014002537,SP,1529
sao paulo,-23.569179969298748,-46.41940490115958,SP,8421
sao paulo,-23.569109580904836,-46.57235346003806,SP,3191
sao paulo,-23.569085514570943,-46.52738665237461,SP,3461
sao paulo,-23.56905540707542,-46.57956690707542,SP,3189
sao paulo,-23.569022776299825,-46.62199066665712,SP,1537
sao paulo,-23.568918203156603,-46.656995139736914,SP,1423
sao paulo,-23.56883153079836,-46.69199439364803,SP,1452
sao paulo,-23.568787403831717,-46.76055683458364,SP,5388
sao paulo,-23.568722298084143,-46.61880092397124,SP,1541
sao paulo,-23.568630611431722,-46.68800590729417,SP,5420
sao paulo,-23.56861847821569,-46.58272199999999,SP,3195
sao paulo,-23.568546850380155,-46.66483313596545,SP,1411
sao paulo,-23.56854143403352,-46.542578113982096,SP,3360
sao paulo,-23.56851813765943,-46.65191532569683,SP,1420
sao paulo,-23.56846632722605,-46.59821580904841,SP,3123
sao paulo,-23.568346382739897,-46.689105430896134,SP,1445
sao paulo,-23.56816235942637,-46.66117892867444,SP,1424
sao paulo,-23.56810218341981,-46.68548426098767,SP,4854
sao paulo,-23.56799537246812,-46.55762524340702,SP,3370
sao paulo,-23.567982517889167,-46.71085519900166,SP,5507
sao paulo,-23.567900857060444,-46.69203652914189,SP,5422
sao paulo,-23.56786401832186,-46.59242413059029,SP,3124
sao paulo,-23.567590529834394,-46.63545150721337,SP,1509
sao paulo,-23.567530318832812,-46.51205478799173,SP,3477
sao paulo,-23.56750865000869,-46.684718057995354,SP,1443
sao paulo,-23.567334496249085,-46.541533363725534,SP,3356
sao paulo,-23.567295210891167,-46.587104303330214,SP,3116
sao paulo,-23.56727609547579,-46.53705223896362,SP,3364
sao paulo,-23.567258514570952,-46.58312233236194,SP,3186
sao paulo,-23.567083721622705,-46.509193241329534,SP,3455
sao paulo,-23.56707530835592,-46.48746431848346,SP,3570
sao paulo,-23.5670455434244,-46.61611199999999,SP,1524
sao paulo,-23.567008903139218,-46.63752874701368,SP,1525
sao paulo,-23.566974988343233,-46.54905289454087,SP,3358
sao paulo,-23.566964123780973,-46.65698270719597,SP,1405
sao paulo,-23.566902129609357,-46.6300592031566,SP,1526
sao paulo,-23.566625182901507,-46.562996556206336,SP,3348
sao paulo,-23.566604521784306,-46.69490336955391,SP,5426
sao paulo,-23.566296331669445,-46.565762201915845,SP,3349
sao paulo,-23.566283267268794,-46.67340369415422,SP,1439
sao paulo,-23.56625832001269,-46.518417246321214,SP,3471
sao paulo,-23.56624626391797,-46.691201878348586,SP,5421
sao paulo,-23.566230979700467,-46.58020347785505,SP,3187
sao paulo,-23.56613158673322,-46.409331174303155,SP,8490
sao paulo,-23.566061323712944,-46.54482052301097,SP,3359
sao paulo,-23.565867171244737,-46.59162112461769,SP,3119
sao paulo,-23.565577756592983,-46.53460292922271,SP,3366
sao paulo,-23.565511554738045,-46.595156152743186,SP,3114
sao paulo,-23.565442840412015,-46.70931092922272,SP,5505
sao paulo,-23.565432284004267,-46.76565775973874,SP,5387
sao paulo,-23.56536319233657,-46.68764024978366,SP,5417
sao paulo,-23.56531328810082,-46.543584174851425,SP,3362
sao paulo,-23.565219296699166,-46.645151725373594,SP,1327
sao paulo,-23.565166868168937,-46.574745359974635,SP,3190
sao paulo,-23.56503810268915,-46.64731633542034,SP,1318
sao paulo,-23.564905134889482,-46.567729613653434,SP,3344
sao paulo,-23.564657650845408,-46.75373166028047,SP,5379
sao paulo,-23.564614201223375,-46.620498300305826,SP,1540
sao paulo,-23.564602718016026,-46.69092556287144,SP,5419
sao paulo,-23.564556880373964,-46.747886830284465,SP,5361
sao paulo,-23.56448527782904,-46.674418610595005,SP,1440
sao paulo,-23.564285633360274,-46.578210852068764,SP,3188
sao paulo,-23.564200159587987,-46.68979979364074,SP,5418
sao paulo,-23.564189902302505,-46.64356963725542,SP,1322
sao paulo,-23.56400515705578,-46.514151730379766,SP,3452
sao paulo,-23.563822200675112,-46.60981249723004,SP,3108
sao paulo,-23.56375858312654,-46.63899210115993,SP,1504
sao paulo,-23.56370226740048,-46.67529085698279,SP,1442
sao paulo,-23.56366850957929,-46.395847802383294,SP,8465
sao paulo,-23.56366379462169,-46.619290911881784,SP,1523
sao paulo,-23.56360092810872,-46.64096891541434,SP,1323
sao paulo,-23.56356993894623,-46.65184216708981,SP,1333
sao paulo,-23.56353030214278,-46.75860867437886,SP,5386
sao paulo,-23.56351781487679,-46.584379697472464,SP,3185
sao paulo,-23.563502947544574,-46.69917055438867,SP,5429
sao paulo,-23.563377595547898,-46.752875404452084,SP,5356
sao paulo,-23.56336681626177,-46.586366685267436,SP,3184
sao paulo,-23.56336298733478,-46.4596838214109,SP,8270
sao paulo,-23.563336830140234,-46.55642235498297,SP,3357
sao paulo,-23.563268623088483,-46.62567806771887,SP,1528
sao paulo,-23.563198677813347,-46.565926182133126,SP,3347
sao paulo,-23.563145744936218,-46.64661879892085,SP,1329
sao paulo,-23.563144561198005,-46.626580141554584,SP,1527
sao paulo,-23.56312173510022,-46.656566708353616,SP,1418
sao paulo,-23.562881360811343,-46.6965605111085,SP,5427
sao paulo,-23.56284740383172,-46.62391126354653,SP,1534
sao paulo,-23.56281094772712,-46.64538049222014,SP,1317
sao paulo,-23.562597147293015,-46.66968807621716,SP,1426
sao paulo,-23.56253963239443,-46.622343972359054,SP,1536
sao paulo,-23.562519925616034,-46.52186953205609,SP,3460
sao paulo,-23.56247950429917,-46.51232348167813,SP,3454
sao paulo,-23.562416210658427,-46.7071973119626,SP,5506
sao paulo,-23.562327520947594,-46.6503277425703,SP,1331
sao paulo,-23.562216618096823,-46.711981408967596,SP,5509
sao paulo,-23.561902561746255,-46.58015179808413,SP,3165
sao paulo,-23.561802010820042,-46.47968149264242,SP,8280
sao paulo,-23.56175985825543,-46.60140647059026,SP,3121
sao paulo,-23.56168119891244,-46.506271105553324,SP,3573
sao paulo,-23.5615966758022,-46.56337316381181,SP,3342
sao paulo,-23.5613664276935,-46.657593869005645,SP,1409
sao paulo,-23.56131879739165,-46.5876049977783,SP,3180
sao paulo,-23.56123570191586,-46.546177201223365,SP,3414
sao paulo,-23.561090936724526,-46.53888007660566,SP,3363
sao paulo,-23.560938662392292,-46.59312722367991,SP,3117
sao paulo,-23.56079380099833,-46.49873888718328,SP,3579
sao paulo,-23.5606457795247,-46.56178615984006,SP,3338
sao paulo,-23.560566359426364,-46.65761042867444,SP,1311
sao paulo,-23.56053745268046,-46.5034905,SP,3578
sao paulo,-23.560478444630373,-46.595204025535224,SP,3118
sao paulo,-23.56040415015292,-46.64409070038665,SP,1325
sao paulo,-23.560247933666105,-46.624831454209655,SP,1517
sao paulo,-23.560218,-46.390783500000005,SP,8466
sao paulo,-23.56014607245072,-46.633346125858445,SP,1508
sao paulo,-23.56012381877193,-46.620808223844385,SP,1521
sao paulo,-23.560092220093484,-46.60333586135961,SP,3113
sao paulo,-23.56007528864907,-46.62182990175425,SP,1519
sao paulo,-23.559985257833734,-46.679377731461784,SP,5413
sao paulo,-23.55998249125743,-46.697973427289455,SP,5428
sao paulo,-23.559967016100153,-46.67722842270184,SP,5404
sao paulo,-23.559908584511522,-46.56932063336026,SP,3343
sao paulo,-23.559874596168275,-46.65312715543304,SP,1332
sao paulo,-23.55978441771017,-46.666079261036394,SP,1422
sao paulo,-23.559626053292142,-46.57116272592185,SP,3346
sao paulo,-23.559585506520865,-46.5289678447112,SP,3437
sao paulo,-23.5595404069971,-46.55031816083575,SP,3416
sao paulo,-23.55951039494492,-46.66706390175425,SP,1416
sao paulo,-23.559484661953917,-46.61446206064973,SP,1516
sao paulo,-23.55942118013154,-46.69470546878061,SP,5444
sao paulo,-23.559378580068124,-46.5374504074384,SP,3432
sao paulo,-23.559238666108847,-46.61831887996994,SP,1520
sao paulo,-23.55916467499565,-46.61546691825843,SP,1522
sao paulo,-23.559158524842736,-46.692485203993336,SP,5434
sao paulo,-23.559118658895486,-46.751659941716184,SP,5353
sao paulo,-23.559084900624452,-46.53450422309493,SP,3433
sao paulo,-23.559035291786763,-46.566387619323265,SP,3335
sao paulo,-23.558979719400995,-46.52731571065843,SP,3438
sao paulo,-23.558961038576957,-46.64089188579832,SP,1321
sao paulo,-23.558930444630374,-46.62292373757862,SP,1518
sao paulo,-23.558908285042403,-46.64517207853889,SP,1326
sao paulo,-23.55888611989353,-46.581874315088164,SP,3181
sao paulo,-23.558837165416367,-46.594341639188656,SP,3183
sao paulo,-23.55876919954993,-46.677437256997024,SP,5411
sao paulo,-23.558715363155294,-46.48444549847399,SP,3588
sao paulo,-23.558637305466345,-46.519660592914946,SP,3451
sao paulo,-23.55860361532686,-46.431162329245254,SP,8260
sao paulo,-23.558595737434405,-46.65657075535223,SP,1410
sao paulo,-23.558513725146803,-46.66867985497065,SP,5403
sao paulo,-23.558232237030367,-46.702262346384614,SP,5459
sao paulo,-23.558104723399,-46.553205894652805,SP,3355
sao paulo,-23.55810175353457,-46.757292045242075,SP,5351
sao paulo,-23.558072306116813,-46.60586586856825,SP,3111
sao paulo,-23.558009280598995,-46.53416848251484,SP,3436
sao paulo,-23.557767998615013,-46.662673347769605,SP,1419
sao paulo,-23.55753392561603,-46.689427435195306,SP,5433
sao paulo,-23.557510348093,-46.71974431708465,SP,5508
sao paulo,-23.55739051180099,-46.666407902995,SP,5401
sao paulo,-23.557337937272795,-46.63877749362335,SP,1320
sao paulo,-23.5573347732414,-46.505795615875115,SP,3575
sao paulo,-23.557128034970276,-46.6045297013676,SP,3112
sao paulo,-23.55711609350668,-46.519473343290386,SP,8295
sao paulo,-23.556999793029433,-46.68046620971136,SP,5408
sao paulo,-23.556926913670807,-46.6615417904381,SP,1310
sao paulo,-23.556906147094494,-46.60849426977895,SP,3110
sao paulo,-23.556895554532897,-46.63100370483005,SP,1513
sao paulo,-23.55686668942237,-46.54789016166545,SP,3413
sao paulo,-23.556833999999995,-46.5803325,SP,3173
sao paulo,-23.556817623925213,-46.64986083625707,SP,1330
sao paulo,-23.556657205788905,-46.48867468378657,SP,3586
sao paulo,-23.55664950513589,-46.51996947377228,SP,3450
sao paulo,-23.556513287803007,-46.65025319729151,SP,1313
sao paulo,-23.55644627808883,-46.437270485977294,SP,8253
sao paulo,-23.55640869525076,-46.537309293784965,SP,3425
sao paulo,-23.556360816149585,-46.59062464472048,SP,3168
sao paulo,-23.55619865667379,-46.63344748251487,SP,1510
sao paulo,-23.55616930834864,-46.56480496252298,SP,3337
sao paulo,-23.556083049685473,-46.658022684978974,SP,1305
sao paulo,-23.555979072998984,-46.709432423538566,SP,5463
sao paulo,-23.55588041909516,-46.49235909769749,SP,3583
sao paulo,-23.555870102132065,-46.51652249811876,SP,3490
sao paulo,-23.55586773105776,-46.40379079961334,SP,8461
sao paulo,-23.555752134660132,-46.67446254211961,SP,5406
sao paulo,-23.55571827200066,-46.55136190313922,SP,3412
sao paulo,-23.555706273913376,-46.74931041523619,SP,5338
sao paulo,-23.555682314184306,-46.63309991286275,SP,1511
sao paulo,-23.55565190191397,-46.687795147705806,SP,5270
sao paulo,-23.555554302527536,-46.54572466097296,SP,3415
sao paulo,-23.555457210414037,-46.497078827035516,SP,3582
sao paulo,-23.55542941271852,-46.64533779225576,SP,1328
sao paulo,-23.55520718956661,-46.74582801471517,SP,5346
sao paulo,-23.555182505135885,-46.65226234401868,SP,1308
sao paulo,-23.55516971681634,-46.677587386498686,SP,5407
sao paulo,-23.55512973105776,-46.415532792399986,SP,8411
sao paulo,-23.555053215650084,-46.70007390714994,SP,5446
sao paulo,-23.555014909804324,-46.69227418471917,SP,5416
sao paulo,-23.55498324839867,-46.63569905288812,SP,1502
sao paulo,-23.554906365803014,-46.5324707200935,SP,3429
sao paulo,-23.554897638351928,-46.44255304010616,SP,8255
sao paulo,-23.554856493479132,-46.534826058976286,SP,3428
sao paulo,-23.554750452680462,-46.500701002914184,SP,3581
sao paulo,-23.554681721622696,-46.393232741329534,SP,8460
sao paulo,-23.55465034014197,-46.67437133298891,SP,5410
sao paulo,-23.554605573537362,-46.75819126121707,SP,5352
sao paulo,-23.554597380692613,-46.57370400298258,SP,3334
sao paulo,-23.55437923175025,-46.74577458145309,SP,5344
sao paulo,-23.554346309342325,-46.52908878039932,SP,3435
sao paulo,-23.55433380183505,-46.64967363918865,SP,1306
sao paulo,-23.55428750346245,-46.61269297446478,SP,3103
sao paulo,-23.554136126839396,-46.51105076686476,SP,3574
sao paulo,-23.554133203993324,-46.53048959908248,SP,3431
sao paulo,-23.554079433810344,-46.53324185942636,SP,3426
sao paulo,-23.554070241115127,-46.429846034581836,SP,8257
sao paulo,-23.55406967395316,-46.71428382356719,SP,5465
sao paulo,-23.55402366333889,-46.58070017485142,SP,3179
sao paulo,-23.553991655288808,-46.613591754775314,SP,3101
sao paulo,-23.55388199999999,-46.73898133510208,SP,5347
sao paulo,-23.55386629447746,-46.62260224132955,SP,3105
sao paulo,-23.55364600943506,-46.64827785290551,SP,1312
sao paulo,-23.553644898695822,-46.63261889578163,SP,1512
sao paulo,-23.553575412718512,-46.62211553427778,SP,3104
sao paulo,-23.553287395273372,-46.56231382106098,SP,3336
sao paulo,-23.55326966472387,-46.520630109354244,SP,3448
sao paulo,-23.553064354682615,-46.62768625580495,SP,1514
sao paulo,-23.553017916180963,-46.50341566097297,SP,3577
sao paulo,-23.553004882595662,-46.49844350597262,SP,3580
sao paulo,-23.55298158090484,-46.63977389064573,SP,1316
